ProductCategoryID,ProductContentID,CategoryContentID
13175,2543,36
13449,3136,68
13500,1823,35
13543,1882,86
13545,1882,33
13658,3402,51
13687,3440,69
13696,3096,35
13697,3095,35
13705,3085,22
13707,3085,33
13710,3085,47
13711,3085,51
13712,3085,56
13713,2711,24
13715,3510,51
13725,3086,22
13726,3086,46
13727,3086,51
13967,2793,22
13969,2793,51
13971,2793,63
13973,2793,68
13976,2793,71
14012,2374,33
14015,3589,68
14118,2129,51
14120,2129,68
14210,2871,69
14464,4118,33
14466,4118,40
14489,1871,86
14688,4025,68
14933,1903,24
14973,1707,46
14978,2328,51
15160,2132,39
15165,2331,35
15168,2884,39
15169,2884,68
15331,2682,68
15365,2303,51
15581,2557,54
15582,2227,69
15633,3696,86
15635,3696,188
15636,3696,204
16028,2119,68
16048,2575,22
16050,2575,69
16054,2144,35
16055,2144,68
16083,3990,68
16137,3164,43
16201,2128,68
16228,2397,56
16229,2397,68
16231,2397,71
16233,2397,234
16235,2886,68
16237,2886,234
16239,3016,51
16241,1865,51
16243,1896,51
16245,4087,51
16247,2304,51
16345,2576,86
16347,2576,188
16367,2353,51
16659,3740,62
16667,3137,86
16695,2683,68
16858,4086,67
16860,4114,67
16975,2714,22
16977,2714,33
16979,2714,47
16980,2714,56
16996,4024,68
16998,4024,71
17031,2982,46
17035,2925,39
17037,2923,22
17039,2923,68
17544,2610,234
17546,2610,68
17549,3989,68
17579,2130,51
17582,2130,5316
17583,2130,68
17694,1642,33
17696,1642,60
17730,4095,188
17731,4095,191
17801,1883,86
17803,1883,33
17805,1883,35
17817,5027,33
18260,2485,51
18275,2983,54
18333,1873,86
18335,1873,5316
18571,2478,51
18575,2929,51
18577,2929,57
19261,3842,50
19271,2715,33
19273,2715,51
19280,2320,36
19281,2320,46
19288,2529,18
19290,2529,57
19292,2529,66
19430,2526,54
19432,2526,57
19434,4094,35
19755,2021,43
19784,5754,18
20150,3987,68
20247,4119,33
20249,4119,40
20282,2503,45
20320,5506,5432
20334,2704,3996
20354,3318,51
20652,2868,51
20654,2868,57
20679,1872,86
20681,1872,5316
20682,2315,51
20700,2959,60
20716,2382,51
20975,5549,5432
20976,5549,5494
21232,5029,22
21234,5029,33
21603,5629,60
21617,4096,188
21618,4096,201
21619,3782,22
21622,3782,33
21624,2921,18
21637,5547,5432
21638,5547,5494
21640,3781,22
21643,3781,33
21645,1615,69
21672,5764,5432
21696,4998,3996
21697,4998,45
21698,4998,65
21729,2469,50
21732,1910,33
21736,1910,42
21737,1910,46
21738,1910,56
21763,5353,60
22043,5767,5432
22049,3772,60
22076,5850,22
22104,3509,18
22169,3969,20
22171,3969,56
22175,5548,5432
22176,5548,5494
22180,5758,5432
22198,2148,18
22200,2148,22
22202,2148,47
22203,2148,56
22204,2148,71
22208,2837,5445
22209,2837,68
22211,2875,60
22680,2765,51
22686,4020,3996
22688,4020,68
22709,2316,51
22721,4060,18
22723,4060,56
22734,2857,22
22750,2879,3996
22751,2879,46
22752,2787,51
22754,2787,63
22756,2787,71
22826,5276,18
22901,2307,51
22977,5757,5432
23090,3845,50
23245,4152,51
23693,3423,51
23695,3423,57
23778,5193,56
23779,5193,5316
23780,5193,68
23781,5193,71
23794,2568,60
23795,2568,5316
23924,2716,51
23927,2556,51
23934,2708,63
23936,2708,71
23944,2139,51
23959,3084,51
24172,1975,43
24255,2248,234
24257,2248,35
24558,2872,69
24833,2890,51
26219,5211,3996
26665,4887,22
26667,4887,68
26739,3804,33
27081,4026,68
27818,3988,68
27826,5152,86
28149,4080,60
28271,2283,51
28273,2283,4992
28284,3855,33
28288,3855,50
28495,2941,5246
28496,2941,58
28497,3632,5246
28498,3632,58
28499,3633,5246
28500,3633,58
28501,3634,5246
28502,3634,58
28503,3635,5246
28504,3635,58
28812,2981,21
28814,2981,3996
28815,2981,5316
28847,1819,35
28848,1706,46
28849,1706,5316
29041,4132,5432
29257,1769,22
29311,2792,3996
29312,2792,47
29313,2792,51
29316,2792,63
29962,4057,6173
29963,4057,18
29965,4057,66
30081,1759,68
30112,6066,50
30124,2518,18
30126,2518,20
30128,2518,57
30130,2518,66
30203,2874,68
30334,5220,68
30398,2591,24
30400,2274,58
30401,2274,5316
30402,2274,188
30403,2274,198
30511,2712,20
30532,1832,36
30533,1832,7027
30542,3653,46
30543,3653,7027
30550,3108,36
30551,3108,7027
30555,1834,36
30556,1834,7027
30559,2295,36
30560,2295,7027
30599,1821,35
30600,1821,7028
30850,4174,3996
30955,2125,22
30957,2125,5316
30958,2125,68
30967,2333,46
30971,2131,46
30972,2131,5316
31159,1808,51
31349,3170,43
31436,6807,234
31438,6807,68
31469,2979,54
31471,3977,18
31472,3977,20
31479,2360,51
31552,7045,22
31554,7045,68
31575,3964,45
31595,4175,39
31596,4175,68
31602,5594,36
31603,5594,7028
31604,5594,7027
31622,4131,33
31644,2138,5445
31648,3045,56
31649,2602,24
31731,2126,22
31733,2126,68
31742,1693,22
31744,4147,86
31754,2348,3996
31766,2484,33
31768,2484,56
31769,2484,60
31781,2889,46
31979,2452,86
31983,5296,86
31985,5296,56
32013,2988,51
32077,2513,51
32080,2855,51
32090,6065,33
32109,6803,234
32111,6803,68
32124,1711,40
32132,2219,69
32137,2527,18
32139,2527,57
32141,2527,66
32144,2839,5445
32145,2839,68
32147,6153,234
32149,6153,68
32165,2032,43
32200,7043,6173
32201,7043,22
32203,7043,68
32205,7043,70
32263,6806,5246
32333,1859,24
32340,5759,5432
32347,7038,68
32349,3349,234
32377,5630,60
32427,7031,68
32551,4054,22
33023,1878,86
33030,6131,51
33032,6131,68
33071,5248,22
33073,5248,57
33074,5248,70
33162,1747,33
33164,1747,51
33166,1754,51
33168,1890,51
33170,1895,51
33172,2618,51
33174,2609,51
33176,2775,51
33178,2931,51
33180,2943,51
33209,7035,68
33214,7114,68
33397,5221,68
33439,7164,60
33443,4155,3996
33465,2335,234
33467,3973,18
33498,2847,5445
33499,2847,68
33516,5222,68
33518,1875,86
33569,5703,33
33570,5703,56
33639,5171,86
33643,2140,69
33672,3352,21
33674,3352,68
34371,1704,46
34372,1704,5316
34373,3991,24
34813,3865,7253
34814,3865,56
34815,3865,3817
34830,3869,3817
34832,3869,70
35053,1894,46
35093,6056,21
35095,6056,7246
35096,6056,68
35137,3577,39
35139,3577,5445
35140,3577,68
35208,7037,68
36891,2768,22
36893,1818,35
37083,4093,86
37123,3868,3817
37125,3866,3817
37128,3864,3817
37131,3867,3817
37245,1851,66
37255,1889,18
37257,1889,66
37450,7440,7255
37455,5557,7246
37456,5557,7255
37457,5557,5494
37488,7442,7255
37502,7444,7255
37508,7445,7255
37509,7447,7255
37593,7453,7255
37660,1835,6173
37661,1835,36
37688,4056,22
37690,4056,33
38262,1820,35
38274,3030,36
38550,5762,5432
38557,1740,18
38559,1740,47
38560,1740,56
38561,1740,71
39422,6309,51
39561,6127,6173
39562,6127,22
39579,1891,18
39582,1891,66
39598,2256,6173
39599,2256,46
39602,2477,6173
39603,2477,46
39814,4179,86
39816,4179,51
39818,1876,86
39820,1876,5316
39827,3744,24
39828,3744,7254
39829,2895,18
39831,2895,47
39832,2895,56
39833,2895,70
39834,2895,71
39860,4059,18
39862,4059,22
39864,4059,47
39865,4059,56
39866,4059,71
39994,5243,42
39995,5243,7255
40656,7493,5246
40657,7278,7253
40658,7278,7255
40660,7278,5494
40741,2261,18
40743,2261,22
40745,2261,47
40746,2261,56
40747,2261,71
40767,5032,18
40768,5032,71
40775,7034,68
40777,4130,33
40908,7036,68
40930,2698,7246
40935,2699,70
40936,3788,33
40939,3792,7255
40941,4133,33
40961,3769,33
40971,3770,7246
41125,5743,7255
41126,5743,66
41128,2685,22
41188,3003,69
41280,2851,39
41665,6152,6173
41666,6152,7254
41667,6152,234
41669,6152,68
41670,6152,70
41699,2580,35
41700,2580,234
42124,2489,56
42128,2876,7254
42129,2876,46
42130,2876,54
42131,2876,4992
42132,2876,70
42146,2416,58
42147,2416,5316
42148,2416,188
42149,2416,198
42290,3767,33
42292,2736,45
42320,5763,5432
42322,5538,5432
42323,5538,86
42325,5538,7246
42326,5538,234
42328,6421,39
42330,6421,6272
42461,5840,5432
42617,4058,18
42619,4058,33
42620,4058,47
42649,7782,5432
42650,7782,7253
42767,6864,35
42768,6864,5445
42769,6864,7246
42770,6864,68
42812,5556,7253
42813,5556,7246
42814,5556,7255
42815,5556,5494
42832,1806,60
42839,4134,6173
42840,4134,188
42841,4134,69
42860,7366,7253
42861,7366,5494
42866,4113,43
42891,4078,60
42892,5493,5432
42949,5748,33
42950,5748,7255
42951,5748,66
42968,5271,18
42971,5271,33
42972,5271,56
42973,5271,66
42986,2308,51
43004,7266,7253
43005,7266,7255
43007,2359,51
43031,6125,6173
43032,6125,22
43034,6128,6173
43035,6128,22
43055,2559,60
43079,7785,5432
43085,3974,20
43095,5755,5432
43096,7783,5432
43097,5459,5432
43105,7559,7254
43106,7559,5494
43109,4053,22
43111,4053,33
43130,5746,7255
43131,5746,66
43136,7788,5432
43137,7788,86
43162,6935,6272
43175,3846,70
43176,3846,50
43182,3992,24
43191,3651,51
43199,5621,5533
43200,5621,188
43201,5621,202
43221,7040,6173
43222,7040,51
43224,7040,68
43234,5277,33
43235,5277,56
43236,5277,66
43238,5277,71
43241,2346,18
43243,2346,70
43259,4079,60
43315,5747,7255
43316,5747,66
43366,5273,18
43368,5273,3996
43369,5273,66
43435,3755,24
43560,4997,6173
43561,4997,68
43566,5342,6173
43567,5342,68
43572,5048,6173
43573,5048,68
43578,4995,6173
43596,5437,5432
43597,5437,6173
43598,5437,33
43599,5437,68
43601,5341,6173
43602,5341,68
43609,5435,5432
43610,5435,6173
43611,5435,33
43612,5435,68
43727,4891,22
43765,2525,18
43767,2525,57
43769,2525,66
43860,7921,6173
43865,7548,7253
43866,7548,5494
43887,2703,42
44013,2385,22
44018,5489,5432
44020,5489,5316
44021,1805,24
44134,5155,6173
44135,5155,18
44318,6019,20
44483,5460,5432
44486,5460,5316
44487,4996,6173
44490,4996,68
44503,3747,24
44504,3747,7254
44505,7262,33
44506,7262,7253
44507,7262,7246
44508,7262,7255
44594,2759,234
44596,2759,5316
44597,2759,188
44598,2759,204
44767,2323,51
44780,2919,35
44781,2919,86
44783,2919,56
44794,2628,18
44796,2628,20
44798,2628,65
44800,2628,66
44802,2628,70
44805,6919,33
44806,6919,3996
44807,6919,47
44857,3017,8133
44862,3019,8133
44882,1586,8133
44883,1586,86
45049,2869,24
45050,2869,4992
45182,1731,22
45185,1731,33
45186,1731,39
45189,3056,39
45191,3056,56
45217,1734,39
45219,1734,68
45272,3018,8133
45273,3018,8220
45279,1879,86
45281,1879,39
45283,1879,56
45284,1879,8220
45285,1880,86
45287,1880,39
45289,1880,8220
45308,3139,8220
45343,3629,39
45344,3629,8220
45345,3325,39
45347,3325,51
45350,3325,8222
45351,3457,39
45353,3457,60
45354,3457,8222
45358,2687,39
45360,2687,8222
45366,1822,35
45367,1822,39
45368,1822,6272
45370,6414,35
45371,6414,6272
45383,5153,8133
45384,5153,39
45385,5153,6272
45387,6416,6272
45389,6445,6272
45391,6415,6272
45393,6417,6272
45400,2900,6272
45408,2578,86
45410,2578,39
45411,2578,6272
45413,5134,188
45414,5134,6272
45425,5849,39
45426,5849,5445
45427,5849,8227
45450,2797,39
45451,2797,8227
45467,4092,35
45468,4092,39
45469,4092,5445
45470,4092,8227
45471,2835,39
45472,2835,8227
45479,2909,33
45480,2909,39
45481,2909,8227
45527,2457,33
45528,2457,7246
45531,2457,56
45532,2457,71
45534,2457,73
45573,6075,36
45593,2756,188
45594,2756,204
45611,3778,20
45680,7528,7253
45681,7528,7255
45682,7528,5494
45686,7543,7254
45687,7543,5494
45731,3306,46
45732,3306,54
45733,5600,7246
45734,5600,60
45829,6808,234
45831,6808,68
45991,6306,188
45993,6306,4005
46015,1658,21
46017,1658,188
46018,1658,203
46073,1614,61
46074,1614,188
46182,2680,22
46184,2680,188
46185,2680,203
46225,2856,22
46228,7696,5432
46229,7696,33
46370,2150,33
46371,2150,39
46417,1652,60
46430,5745,7255
46431,5745,66
46433,5744,7255
46434,5744,66
46436,7551,7254
46437,7551,7246
46496,5062,44
46497,5062,188
46498,5062,191
46499,5062,71
46511,2901,15
46621,2341,21
46790,4142,33
46791,4142,3996
46792,4142,20
46795,4142,70
46829,3971,20
46878,1850,24
46879,1850,4992
46880,3780,60
47060,2350,51
47067,4177,35
47565,3968,20
47568,3968,70
47640,4173,6272
47645,5030,3996
47651,5537,7246
47652,5537,5494
47682,2953,188
47683,2953,69
47736,2127,22
47739,2127,5316
47740,2127,68
47751,1905,22
47753,1905,69
48112,6938,86
48114,6938,39
48115,6938,6272
48142,5845,22
48144,5845,5432
48152,2594,234
48181,1766,6173
48182,1766,51
48252,2972,15
48427,7550,7254
48428,7550,7246
48441,8288,8133
48442,8288,39
48443,8288,7255
48548,5704,3996
48549,5704,7246
48554,2789,18
48556,2789,33
48557,2789,47
48558,2789,63
48560,2789,71
48575,2661,63
48577,2661,71
48582,3894,43
48728,7649,234
48730,7649,7255
48731,7649,68
48737,7515,7246
48746,5555,7246
48747,5555,7255
48748,5555,5494
48886,8298,7246
48887,8298,56
48889,7044,6173
48890,7044,22
48893,7044,68
48899,6412,6272
48901,2674,65
48902,2674,215
48933,8521,6173
48934,8521,7253
48935,8521,69
49043,3733,58
49099,4936,68
49151,7042,68
49159,4916,3996
49160,4916,68
49174,3035,60
49183,5444,86
49187,7039,6173
49188,7039,68
49190,5025,40
49191,5025,5316
49192,5025,68
49211,8345,22
49215,8345,68
49395,2517,18
49397,2517,57
49399,2517,66
49494,3226,35
49495,3226,68
49673,7094,6173
49674,7094,68
49676,7298,6173
49677,7298,7246
49754,7095,6173
49755,7095,68
49758,7267,7253
49759,7267,7255
49775,7536,7254
49776,7536,5494
49777,5570,22
49927,7093,6173
49928,7093,68
50021,2891,51
50058,8389,7255
50060,8389,68
50200,5992,22
50202,5992,60
50209,5749,66
50214,2844,15
50216,2844,20
50219,2853,67
50221,2596,234
50223,2596,56
50230,8423,22
50232,8423,5445
50233,8423,7255
50321,4994,6173
50322,4994,68
50338,7016,51
50346,3023,18
50348,3023,33
50349,3023,47
50350,3023,56
50351,3023,71
50426,8421,6173
50427,8421,68
50804,2250,51
50809,5031,18
50810,5031,56
50811,5031,71
51029,7589,6173
51032,7589,71
51040,5991,6173
51041,5991,68
51043,2760,66
51054,3975,3996
51055,3975,20
51058,3975,70
51089,7357,6173
51090,7357,7028
51091,7357,7027
51092,7358,6173
51093,7358,7028
51094,7358,7027
51095,8549,7255
51204,4184,6173
51205,4184,5445
51206,4184,51
51215,1655,35
51216,1655,188
51217,1655,199
51232,5217,7253
51234,5217,68
51236,5218,7253
51237,5218,56
51239,5218,68
51249,2965,33
51250,2965,86
51278,7106,6272
51281,6824,234
51283,6824,68
51288,2666,22
51290,2666,188
51291,2666,190
51292,4993,6173
51293,4993,68
51305,2229,21
51307,2229,5316
51347,7545,3996
51348,7545,7254
51349,7545,5494
51368,7179,35
51369,7179,5445
51370,7179,68
51377,4890,22
51389,2686,39
51390,2686,8227
51391,2686,8222
51420,8392,68
51488,7178,35
51489,7178,5445
51490,7178,68
51537,8281,36
51538,8281,39
51539,8281,7255
51540,8281,8220
51621,7311,6173
51622,7311,7253
51682,6310,51
51701,7945,6272
51711,5447,5445
51716,4915,6173
51717,4915,39
51718,4915,7254
51719,4915,5445
51720,4915,68
51777,6475,6173
51779,6475,68
51781,6474,6173
51783,6474,68
51785,7562,6173
51786,7562,68
51794,7108,70
51864,1826,36
51865,1826,7255
51866,1826,7027
51876,3105,36
51877,3105,7255
51878,3105,7027
51879,3106,36
51880,3106,46
51881,3106,7255
51882,3106,7027
51887,1829,36
51888,1829,7255
51889,1829,7027
51890,5596,36
51891,5596,7028
51984,2688,20
51986,2689,73
52069,5240,42
52070,5240,7255
52199,7549,7254
52200,7549,5494
52241,2944,15
52243,4885,3996
52245,4885,5445
52246,4885,7255
52247,4885,68
52249,2479,51
52251,2480,51
52253,2249,51
52326,5047,3996
52464,4918,6173
52465,4918,68
52477,2415,58
52479,2415,5316
52480,2415,188
52481,2415,198
52482,5472,5432
52485,5472,40
52486,5472,5316
52610,5635,86
52611,5635,39
52612,5635,7028
52613,5635,7255
52614,5635,8220
52712,7204,6173
52713,7204,39
52791,8710,18
52793,8710,56
52794,8710,7255
52811,7713,39
52812,7713,7028
52813,7713,7255
52817,8391,68
52909,4920,6173
52910,4920,68
52944,2247,56
52945,2247,60
52973,5837,5432
52976,5837,5316
53244,5446,5445
53788,6862,36
53789,6862,7255
54136,5512,33
54137,5512,3996
54139,5512,5445
54140,5512,7246
54180,3874,18
54183,3874,33
54184,3874,56
54242,3972,18
54246,7546,33
54247,7546,5494
54372,7944,6272
54374,6941,39
54375,6941,6272
54608,1917,45
54610,1917,20
54817,5295,39
54818,5295,5445
54819,5295,8227
54827,7259,56
54828,7259,7255
54829,7259,5494
54831,6061,68
55019,5160,6173
55020,5160,18
55022,5160,3996
55023,5160,70
55247,4185,56
55249,1585,188
55250,1585,191
55251,1585,8749
55260,6277,47
55261,6277,7246
55262,6277,56
55263,6277,68
55312,5490,5432
55429,7712,8133
55430,7712,86
55432,7712,7255
55433,7591,6173
55436,7591,71
55440,2563,60
55466,5304,188
55467,5304,190
55468,5304,69
55484,2946,15
55485,7356,6173
55486,7356,7028
55487,7356,7027
55556,1778,6173
55622,7603,6173
55623,7603,7253
55626,7617,6173
55627,7617,7254
55628,7618,6173
55633,7612,6173
55636,7616,6173
55641,7611,6173
55642,7611,7254
55645,7619,6173
55646,7619,71
55647,7637,3996
55670,7576,6173
55671,7576,5494
55682,7571,6173
55683,7571,5494
55702,7583,7246
55703,7583,56
55704,7583,7255
55709,7582,7255
55710,7582,5494
55711,7869,7253
55712,7869,7255
55728,7874,7253
55729,7874,7255
55742,3215,22
55745,3215,5316
55746,3215,68
55753,2696,33
55808,5452,5432
55850,5470,5432
55852,5470,33
55853,5470,40
55854,5470,5316
55855,5470,71
55969,7484,6173
55970,7484,5445
55980,2694,68
55982,2695,5432
55983,2697,56
55984,2697,68
55986,7598,6173
55987,7598,71
55988,6804,5246
56281,7531,7253
56282,7531,7255
56283,7531,5494
56583,7177,6173
56584,7177,5445
56585,7177,68
56605,2156,18
56607,2156,33
56608,2156,47
56609,2156,7246
56610,2156,56
56655,2668,51
56657,2668,7255
56700,6940,6272
56779,7786,5432
56807,7663,5432
56809,7663,7255
56952,6126,6173
56953,6126,22
56971,7310,6173
56973,7310,71
56974,7309,6173
56976,7309,5494
56999,7601,6173
57000,7601,7253
57001,7593,6173
57002,7593,7253
57016,5836,5432
57029,5705,3996
57030,5705,7246
57031,5705,56
57038,2070,43
57221,8881,33
57222,8881,46
57407,4941,18
57409,4941,7255
57410,6819,18
57412,6819,66
57418,7870,7253
57419,7870,7255
57569,7524,39
57570,7524,5445
57571,7524,8227
57587,7772,8133
57588,7772,36
57589,7772,86
57591,7772,7255
57604,8867,20
57632,2396,18
57634,2396,33
57635,2396,47
57636,2396,71
57640,2560,60
57641,3337,51
57649,5546,5432
57754,8290,8133
57755,8290,86
57757,8290,7255
57813,8868,20
57815,7581,7246
57816,7581,7255
57825,4176,35
57841,7587,5432
57874,5508,3996
57917,6282,33
57918,6282,47
57919,6282,7246
57920,6282,71
57970,6090,22
57972,6090,7255
58000,5839,5432
58035,7597,6173
58036,7597,7253
58040,5806,5432
58041,5806,7255
58051,5487,5432
58053,5487,5316
58056,5275,56
58057,5275,66
58059,5275,70
58076,5219,3996
58077,5219,7253
58079,5219,68
58104,7518,6173
58105,7518,39
58106,7518,8227
58128,1866,21
58130,1866,68
58164,6284,33
58165,6284,47
58166,6284,7246
58167,6284,56
58197,6299,51
58199,7586,5432
58205,5510,5445
58211,8949,6173
58212,8949,8821
58213,8949,68
58227,8256,39
58228,8256,56
58294,5536,7246
58295,5536,5494
58376,6449,22
58384,3801,22
58386,3801,3996
58389,3801,70
58428,8550,68
58465,6461,22
58467,6462,22
58469,6462,5432
58569,2731,20
58571,8489,5533
58572,8489,188
58573,8489,198
58722,5279,33
58723,5279,56
58724,5279,66
58727,1827,36
58728,1827,7255
58729,1827,7027
58767,8388,86
58769,8388,68
58930,6809,24
58946,7792,42
58947,7792,44
58948,7792,188
58958,7937,21
58959,7937,5246
58960,7937,44
58961,7937,49
59042,1732,39
59044,1733,39
59088,4117,24
59091,1864,24
59092,1864,7254
59093,3750,24
59094,3750,4992
59095,3751,24
59096,2449,24
59097,2449,4992
59099,2454,24
59102,3753,24
59103,2684,24
59104,2684,7254
59219,7372,22
59221,7372,7255
59281,7399,22
59283,7399,7255
59310,7463,22
59312,7463,7255
59317,7467,22
59319,7467,33
59320,7467,5445
59321,7467,7255
59352,7477,22
59354,7477,7255
59374,8346,22
59377,8346,68
59379,7258,56
59380,7258,5494
59382,5465,5432
59609,2755,6173
59610,2755,188
59611,2755,204
59612,2755,69
59816,1645,20
59817,1645,58
59818,1645,61
59819,1645,66
59820,1645,4005
59821,1645,71
59828,3735,58
59831,4075,58
59852,3734,58
59854,3734,188
59855,3734,195
59879,2279,50
59883,2282,50
59892,5560,50
59895,5559,50
59938,3853,33
59984,2459,73
59994,6060,68
60005,2468,73
60277,8925,22
60279,8925,7246
60288,2455,6173
60289,2455,22
60349,8286,8133
60350,8286,35
60351,8286,86
60353,8286,39
60354,8286,7255
